,Transaction ID,Price Per Unit,Quantity,Total Spent,Item,Transaction Date,Payment Method,Location
8996,TXN_9089797,2.0,1.0,2.0,Coffee,2023-09-19,Credit Card,Takeaway
8997,TXN_9089898,5.0,3.0,15.0,Salad,2023-01-11,Credit Card,In-store
8998,TXN_9090433,1.0,2.0,2.0,Cookie,2023-07-12,Cash,Takeaway
8999,TXN_9090875,3.0,2.0,6.0,Cake,2023-04-19,Cash,In-store
9000,TXN_9093708,4.0,3.0,12.0,Sandwich,2023-12-08,Credit Card,In-store
9001,TXN_9094261,3.0,2.0,6.0,Juice,2023-05-15,Digital Wallet,Takeaway
9002,TXN_9094628,2.0,2.0,4.0,Coffee,2023-02-13,Digital Wallet,In-store
9003,TXN_9096052,4.0,4.0,16.0,Smoothie,2023-12-28,Credit Card,Takeaway
9004,TXN_9096951,4.0,3.0,12.0,Smoothie,2023-06-28,Cash,Takeaway
9005,TXN_9097321,3.0,2.0,6.0,Juice,2023-10-02,Credit Card,In-store
9006,TXN_9097641,3.0,4.0,12.0,Cake,2023-12-16,Cash,Takeaway
9007,TXN_9097840,1.5,3.0,4.5,Tea,2023-02-06,Credit Card,In-store
9008,TXN_9098841,3.0,1.0,3.0,Cake,2023-08-07,Credit Card,Takeaway
9009,TXN_9099694,5.0,3.0,15.0,Salad,2023-11-18,Cash,Takeaway
9010,TXN_9100063,4.0,2.0,8.0,Sandwich,2023-09-16,Credit Card,In-store
9011,TXN_9100081,3.0,1.0,3.0,Juice,2023-08-18,Cash,In-store
9012,TXN_9100530,4.0,3.0,12.0,Sandwich,2023-05-21,Digital Wallet,In-store
9013,TXN_9101792,2.0,5.0,10.0,Coffee,2023-06-13,Cash,Takeaway
9014,TXN_9102030,4.0,4.0,16.0,Smoothie,2023-06-13,Digital Wallet,In-store
9015,TXN_9103318,4.0,2.0,8.0,Sandwich,2023-11-13,Credit Card,In-store
9016,TXN_9103776,1.5,4.0,6.0,Tea,2023-05-03,Credit Card,In-store
9017,TXN_9104535,3.0,4.0,12.0,Cake,2023-04-13,Cash,Takeaway
9018,TXN_9104545,3.0,2.0,6.0,Juice,2023-03-19,Digital Wallet,Takeaway
9019,TXN_9104710,5.0,5.0,25.0,Salad,2023-03-20,Cash,Takeaway
9020,TXN_9104781,4.0,2.0,8.0,Sandwich,2023-07-03,Credit Card,In-store
9021,TXN_9105374,3.0,4.0,12.0,Juice,2023-01-25,Digital Wallet,In-store
9022,TXN_9105544,1.5,3.0,4.5,Tea,2023-07-08,Digital Wallet,In-store
9023,TXN_9107508,2.0,1.0,2.0,Coffee,2023-06-06,Digital Wallet,Takeaway
9024,TXN_9107676,4.0,2.0,8.0,Sandwich,2023-02-12,Cash,In-store
9025,TXN_9107842,1.5,2.0,3.0,Tea,2023-12-04,Digital Wallet,Takeaway
9026,TXN_9110336,1.0,5.0,5.0,Cookie,2023-04-06,Digital Wallet,Takeaway
9027,TXN_9113574,2.0,4.0,8.0,Coffee,2023-01-04,Digital Wallet,In-store
9028,TXN_9114647,5.0,5.0,25.0,Salad,2023-11-19,Digital Wallet,In-store
9029,TXN_9115899,3.0,2.0,6.0,Cake,2023-02-23,Credit Card,In-store
9030,TXN_9117434,3.0,1.0,3.0,Cake,2023-07-18,Cash,In-store
9031,TXN_9119194,3.0,3.0,9.0,Cake,2023-01-29,Cash,Takeaway
9032,TXN_9120328,1.5,5.0,7.5,Tea,2023-10-22,Credit Card,Takeaway
9033,TXN_9121241,4.0,5.0,20.0,Sandwich,2023-03-18,Credit Card,Takeaway
9034,TXN_9121676,4.0,4.0,16.0,Smoothie,2023-12-25,Digital Wallet,In-store
9035,TXN_9121687,4.0,2.0,8.0,Sandwich,2023-05-13,Credit Card,In-store
9036,TXN_9121852,1.0,1.0,1.0,Cookie,2023-05-13,Credit Card,Takeaway
9037,TXN_9123562,3.0,5.0,15.0,Juice,2023-05-13,Credit Card,Takeaway
9038,TXN_9124680,1.0,2.0,2.0,Cookie,2023-10-03,Cash,Takeaway
9039,TXN_9126502,4.0,5.0,20.0,Smoothie,2023-09-22,Credit Card,In-store
9040,TXN_9126573,5.0,4.0,20.0,Salad,2023-06-17,Digital Wallet,In-store
9041,TXN_9127105,3.0,3.0,9.0,Juice,2023-03-04,Cash,In-store
9042,TXN_9128859,2.0,2.0,4.0,Coffee,2023-11-28,Digital Wallet,Takeaway
9043,TXN_9129298,2.0,1.0,2.0,Coffee,2023-12-19,Digital Wallet,Takeaway
9044,TXN_9129403,4.0,3.0,12.0,Sandwich,2023-12-05,Credit Card,In-store
9045,TXN_9130559,4.0,1.0,4.0,Sandwich,2023-05-28,Credit Card,In-store
9046,TXN_9131136,3.0,2.0,6.0,Juice,2023-03-20,Credit Card,In-store
9047,TXN_9131153,4.0,3.0,12.0,Smoothie,2023-11-17,Digital Wallet,Takeaway
9048,TXN_9131337,4.0,4.0,16.0,Sandwich,2023-05-24,Credit Card,Takeaway
9049,TXN_9134257,2.0,3.0,6.0,Coffee,2023-05-19,Digital Wallet,Takeaway
9050,TXN_9134335,3.0,3.0,9.0,Cake,2023-01-30,Digital Wallet,Takeaway
9051,TXN_9135433,1.0,4.0,4.0,Cookie,2023-12-18,Digital Wallet,In-store
9052,TXN_9137801,4.0,5.0,20.0,Sandwich,2023-06-10,Credit Card,In-store
9053,TXN_9138791,3.0,1.0,3.0,Cake,2023-03-22,Digital Wallet,In-store
9054,TXN_9140598,3.0,1.0,3.0,Juice,2023-07-10,Digital Wallet,Takeaway
9055,TXN_9143440,2.0,4.0,8.0,Coffee,2023-03-31,Digital Wallet,Takeaway
9056,TXN_9146123,2.0,2.0,4.0,Coffee,2023-12-12,Digital Wallet,Takeaway
9057,TXN_9147596,2.0,2.0,4.0,Coffee,2023-10-08,Digital Wallet,Takeaway
9058,TXN_9151273,1.5,2.0,3.0,Tea,2023-04-09,Cash,In-store
9059,TXN_9151321,4.0,4.0,16.0,Sandwich,2023-01-05,Cash,In-store
9060,TXN_9152120,4.0,4.0,16.0,Sandwich,2023-03-28,Cash,Takeaway
9061,TXN_9152264,3.0,1.0,3.0,Cake,2023-03-15,Digital Wallet,Takeaway
9062,TXN_9153854,4.0,2.0,8.0,Sandwich,2023-04-04,Credit Card,In-store
9063,TXN_9154381,1.0,2.0,2.0,Cookie,2023-04-21,Credit Card,In-store
9064,TXN_9154713,2.0,4.0,8.0,Coffee,2023-03-13,Credit Card,In-store
9065,TXN_9155044,4.0,3.0,12.0,Sandwich,2023-02-28,Credit Card,In-store
9066,TXN_9155299,3.0,3.0,9.0,Juice,2023-02-09,Digital Wallet,Takeaway
9067,TXN_9157460,3.0,4.0,12.0,Cake,2023-01-23,Digital Wallet,Takeaway
9068,TXN_9157625,1.5,5.0,7.5,Tea,2023-02-10,Credit Card,Takeaway
9069,TXN_9158251,5.0,2.0,10.0,Salad,2023-03-24,Credit Card,In-store
9070,TXN_9159212,4.0,3.0,12.0,Smoothie,2023-01-12,Digital Wallet,Takeaway
9071,TXN_9159655,1.0,5.0,5.0,Cookie,2023-03-21,Cash,Takeaway
9072,TXN_9160109,3.0,1.0,3.0,Cake,2023-08-03,Credit Card,Takeaway
9073,TXN_9161256,4.0,2.0,8.0,Smoothie,2023-01-01,Digital Wallet,In-store
9074,TXN_9162014,3.0,1.0,3.0,Cake,2023-07-21,Cash,Takeaway
9075,TXN_9162296,4.0,3.0,12.0,Sandwich,2023-05-10,Cash,In-store
9076,TXN_9163155,2.0,4.0,8.0,Coffee,2023-04-23,Credit Card,Takeaway
9077,TXN_9166449,1.0,4.0,4.0,Cookie,2023-07-31,Digital Wallet,Takeaway
9078,TXN_9168898,3.0,2.0,6.0,Juice,2023-09-28,Cash,Takeaway
9079,TXN_9169536,3.0,5.0,15.0,Cake,2023-06-10,Cash,In-store
9080,TXN_9169782,3.0,5.0,15.0,Juice,2023-09-18,Credit Card,In-store
9081,TXN_9171458,3.0,2.0,6.0,Cake,2023-03-29,Cash,Takeaway
9082,TXN_9172616,2.0,4.0,8.0,Coffee,2023-11-21,Digital Wallet,Takeaway
9083,TXN_9174916,2.0,3.0,6.0,Coffee,2023-06-21,Credit Card,Takeaway
9084,TXN_9175519,3.0,4.0,12.0,Cake,2023-10-05,Cash,Takeaway
9085,TXN_9175684,1.5,3.0,4.5,Tea,2023-09-16,Digital Wallet,In-store
9086,TXN_9176288,1.5,2.0,3.0,Tea,2023-02-08,Digital Wallet,In-store
9087,TXN_9176418,4.0,1.0,4.0,Smoothie,2023-03-02,Digital Wallet,Takeaway
9088,TXN_9176533,3.0,3.0,9.0,Cake,2023-10-14,Credit Card,Takeaway
9089,TXN_9177867,1.5,3.0,4.5,Tea,2023-09-14,Digital Wallet,In-store
9090,TXN_9178213,2.0,2.0,4.0,Coffee,2023-02-27,Digital Wallet,Takeaway
9091,TXN_9178545,3.0,4.0,12.0,Juice,2023-01-24,Cash,In-store
9092,TXN_9180345,4.0,4.0,16.0,Sandwich,2023-06-13,Digital Wallet,In-store
9093,TXN_9181129,4.0,5.0,20.0,Sandwich,2023-09-25,Digital Wallet,In-store
9094,TXN_9181144,3.0,3.0,9.0,Juice,2023-10-25,Digital Wallet,Takeaway
9095,TXN_9181224,4.0,5.0,20.0,Sandwich,2023-10-25,Cash,In-store
9096,TXN_9182359,5.0,3.0,15.0,Salad,2023-10-25,Cash,In-store
9097,TXN_9184804,1.0,2.0,2.0,Cookie,2023-11-08,Digital Wallet,Takeaway
9098,TXN_9185022,4.0,3.0,12.0,Sandwich,2023-06-19,Digital Wallet,In-store
9099,TXN_9186913,1.0,2.0,2.0,Cookie,2023-10-16,Credit Card,Takeaway
9100,TXN_9187008,1.5,4.0,6.0,Tea,2023-09-16,Digital Wallet,In-store
9101,TXN_9188172,3.0,3.0,9.0,Juice,2023-08-27,Digital Wallet,In-store
9102,TXN_9188692,3.0,3.0,9.0,Cake,2023-12-01,Credit Card,Takeaway
9103,TXN_9188733,5.0,3.0,15.0,Salad,2023-08-19,Cash,In-store
9104,TXN_9188774,1.5,1.0,1.5,Tea,2023-04-14,Digital Wallet,Takeaway
9105,TXN_9190025,1.5,4.0,6.0,Tea,2023-04-14,Digital Wallet,In-store
9106,TXN_9190061,5.0,5.0,25.0,Salad,2023-06-14,Cash,Takeaway
9107,TXN_9190969,2.0,1.0,2.0,Coffee,2023-10-06,Digital Wallet,In-store
9108,TXN_9191048,3.0,5.0,15.0,Cake,2023-09-18,Digital Wallet,Takeaway
9109,TXN_9191700,1.5,5.0,7.5,Tea,2023-10-01,Digital Wallet,In-store
9110,TXN_9193760,5.0,5.0,25.0,Salad,2023-01-20,Cash,In-store
9111,TXN_9194266,5.0,5.0,25.0,Salad,2023-10-30,Cash,In-store
9112,TXN_9196116,3.0,2.0,6.0,Cake,2023-07-06,Cash,In-store
9113,TXN_9196229,4.0,5.0,20.0,Sandwich,2023-12-08,Credit Card,In-store
9114,TXN_9196322,1.0,4.0,4.0,Cookie,2023-08-12,Digital Wallet,In-store
9115,TXN_9196658,1.0,1.0,1.0,Cookie,2023-06-12,Digital Wallet,Takeaway
9116,TXN_9196694,3.0,4.0,12.0,Cake,2023-03-23,Cash,In-store
9117,TXN_9201010,5.0,1.0,5.0,Salad,2023-03-15,Credit Card,Takeaway
9118,TXN_9201212,4.0,4.0,16.0,Smoothie,2023-06-08,Digital Wallet,Takeaway
9119,TXN_9201988,2.0,3.0,6.0,Coffee,2023-05-14,Digital Wallet,Takeaway
9120,TXN_9202190,4.0,5.0,20.0,Sandwich,2023-08-25,Credit Card,In-store
9121,TXN_9202272,4.0,3.0,12.0,Sandwich,2023-11-29,Credit Card,In-store
9122,TXN_9202496,3.0,5.0,15.0,Cake,2023-07-19,Credit Card,In-store
9123,TXN_9203396,2.0,5.0,10.0,Coffee,2023-01-08,Digital Wallet,In-store
9124,TXN_9203920,3.0,4.0,12.0,Juice,2023-11-01,Digital Wallet,Takeaway
9125,TXN_9205425,4.0,3.0,12.0,Sandwich,2023-09-16,Digital Wallet,Takeaway
9126,TXN_9206049,1.0,1.0,1.0,Cookie,2023-09-17,Credit Card,In-store
9127,TXN_9206403,1.0,1.0,1.0,Cookie,2023-12-15,Digital Wallet,In-store
9128,TXN_9206923,4.0,1.0,4.0,Sandwich,2023-11-16,Credit Card,In-store
9129,TXN_9207050,1.0,5.0,5.0,Cookie,2023-07-21,Digital Wallet,In-store
9130,TXN_9208629,3.0,1.0,3.0,Cake,2023-03-30,Cash,Takeaway
9131,TXN_9210096,4.0,3.0,12.0,Smoothie,2023-05-25,Digital Wallet,In-store
9132,TXN_9211917,4.0,4.0,16.0,Smoothie,2023-12-17,Digital Wallet,In-store
9133,TXN_9212052,5.0,4.0,20.0,Salad,2023-10-15,Cash,In-store
9134,TXN_9212178,3.0,1.0,3.0,Juice,2023-11-18,Credit Card,Takeaway
9135,TXN_9212503,5.0,2.0,10.0,Salad,2023-10-08,Digital Wallet,Takeaway
9136,TXN_9213505,4.0,2.0,8.0,Sandwich,2023-11-01,Credit Card,In-store
9137,TXN_9215670,2.0,3.0,6.0,Coffee,2023-05-04,Cash,Takeaway
9138,TXN_9216314,3.0,1.0,3.0,Cake,2023-03-07,Credit Card,Takeaway
9139,TXN_9216933,1.0,4.0,4.0,Cookie,2023-05-29,Digital Wallet,Takeaway
9140,TXN_9218683,3.0,2.0,6.0,Cake,2023-05-29,Digital Wallet,In-store
9141,TXN_9219961,2.0,5.0,10.0,Coffee,2023-04-04,Credit Card,Takeaway
9142,TXN_9220900,1.0,4.0,4.0,Cookie,2023-06-19,Digital Wallet,Takeaway
9143,TXN_9223045,1.5,5.0,7.5,Tea,2023-10-29,Credit Card,In-store
9144,TXN_9223242,4.0,2.0,8.0,Smoothie,2023-09-10,Digital Wallet,In-store
9145,TXN_9224501,5.0,5.0,25.0,Salad,2023-12-08,Credit Card,In-store
9146,TXN_9226047,4.0,3.0,12.0,Smoothie,2023-12-08,Cash,In-store
9147,TXN_9228978,2.0,5.0,10.0,Coffee,2023-02-09,Digital Wallet,In-store
9148,TXN_9230208,3.0,3.0,9.0,Juice,2023-05-13,Credit Card,In-store
9149,TXN_9230615,4.0,4.0,16.0,Smoothie,2023-06-01,Digital Wallet,In-store
9150,TXN_9231214,1.5,4.0,6.0,Tea,2023-05-24,Digital Wallet,Takeaway
9151,TXN_9231480,1.0,4.0,4.0,Cookie,2023-08-28,Cash,Takeaway
9152,TXN_9233730,1.5,5.0,7.5,Tea,2023-05-28,Credit Card,In-store
9153,TXN_9233948,1.0,4.0,4.0,Cookie,2023-03-26,Cash,Takeaway
9154,TXN_9236713,1.0,5.0,5.0,Cookie,2023-09-13,Cash,In-store
9155,TXN_9237291,3.0,2.0,6.0,Juice,2023-09-22,Credit Card,In-store
9156,TXN_9238066,1.5,5.0,7.5,Tea,2023-09-15,Digital Wallet,In-store
9157,TXN_9238666,1.0,1.0,1.0,Cookie,2023-07-31,Digital Wallet,Takeaway
9158,TXN_9238689,3.0,1.0,3.0,Cake,2023-03-09,Digital Wallet,In-store
9159,TXN_9239309,5.0,4.0,20.0,Salad,2023-03-09,Cash,In-store
9160,TXN_9239779,5.0,1.0,5.0,Salad,2023-01-09,Cash,In-store
9161,TXN_9240476,2.0,5.0,10.0,Coffee,2023-04-29,Digital Wallet,Takeaway
9162,TXN_9241048,3.0,4.0,12.0,Cake,2023-08-27,Credit Card,In-store
9163,TXN_9244886,2.0,1.0,2.0,Coffee,2023-02-09,Digital Wallet,Takeaway
9164,TXN_9245124,1.5,4.0,6.0,Tea,2023-04-19,Digital Wallet,In-store
9165,TXN_9246948,3.0,5.0,15.0,Cake,2023-11-11,Credit Card,Takeaway
9166,TXN_9246986,1.5,4.0,6.0,Tea,2023-09-08,Cash,Takeaway
9167,TXN_9247075,5.0,3.0,15.0,Salad,2023-07-05,Cash,In-store
9168,TXN_9248370,1.0,2.0,2.0,Cookie,2023-02-17,Credit Card,In-store
9169,TXN_9249507,1.0,4.0,4.0,Cookie,2023-11-21,Credit Card,In-store
9170,TXN_9250024,1.0,2.0,2.0,Cookie,2023-03-21,Digital Wallet,Takeaway
9171,TXN_9250710,5.0,1.0,5.0,Salad,2023-05-28,Cash,In-store
9172,TXN_9251292,1.5,2.0,3.0,Tea,2023-01-20,Cash,In-store
9173,TXN_9252414,1.5,1.0,1.5,Tea,2023-11-13,Digital Wallet,In-store
9174,TXN_9252700,3.0,3.0,9.0,Juice,2023-08-24,Credit Card,In-store
9175,TXN_9253398,4.0,2.0,8.0,Sandwich,2023-12-14,Credit Card,Takeaway
9176,TXN_9253541,1.5,1.0,1.5,Tea,2023-06-04,Digital Wallet,In-store
9177,TXN_9254064,2.0,2.0,4.0,Coffee,2023-12-10,Cash,Takeaway
9178,TXN_9256387,1.5,5.0,7.5,Tea,2023-05-31,Digital Wallet,In-store
9179,TXN_9257475,3.0,4.0,12.0,Juice,2023-07-06,Digital Wallet,In-store
9180,TXN_9259900,5.0,4.0,20.0,Salad,2023-08-07,Digital Wallet,In-store
9181,TXN_9262504,4.0,3.0,12.0,Smoothie,2023-12-01,Credit Card,In-store
9182,TXN_9262803,3.0,5.0,15.0,Juice,2023-10-04,Digital Wallet,In-store
9183,TXN_9263030,4.0,5.0,20.0,Sandwich,2023-07-03,Cash,Takeaway
9184,TXN_9263299,1.0,2.0,2.0,Cookie,2023-10-08,Credit Card,Takeaway
9185,TXN_9263959,1.0,5.0,5.0,Cookie,2023-10-08,Cash,Takeaway
9186,TXN_9263967,1.0,3.0,3.0,Cookie,2023-09-14,Credit Card,In-store
9187,TXN_9264301,2.0,1.0,2.0,Coffee,2023-10-24,Digital Wallet,In-store
9188,TXN_9265178,4.0,4.0,16.0,Sandwich,2023-03-18,Cash,Takeaway
9189,TXN_9265313,3.0,3.0,9.0,Cake,2023-10-01,Cash,In-store
9190,TXN_9265319,5.0,3.0,15.0,Salad,2023-11-15,Cash,In-store
9191,TXN_9265423,3.0,1.0,3.0,Juice,2023-10-20,Digital Wallet,In-store
9192,TXN_9266394,1.0,2.0,2.0,Cookie,2023-07-12,Credit Card,In-store
9193,TXN_9266499,3.0,1.0,3.0,Cake,2023-02-16,Digital Wallet,Takeaway
9194,TXN_9268974,4.0,2.0,8.0,Sandwich,2023-10-29,Digital Wallet,Takeaway
9195,TXN_9269683,4.0,5.0,20.0,Sandwich,2023-09-26,Digital Wallet,In-store
9196,TXN_9270865,4.0,2.0,8.0,Smoothie,2023-11-06,Credit Card,Takeaway
9197,TXN_9271457,3.0,3.0,9.0,Cake,2023-02-27,Digital Wallet,In-store
9198,TXN_9271577,3.0,2.0,6.0,Cake,2023-04-13,Credit Card,In-store
9199,TXN_9272043,3.0,4.0,12.0,Cake,2023-04-20,Cash,Takeaway
9200,TXN_9273729,1.5,1.0,1.5,Tea,2023-12-19,Digital Wallet,In-store
9201,TXN_9275800,4.0,3.0,12.0,Smoothie,2023-05-01,Cash,In-store
9202,TXN_9277146,3.0,5.0,15.0,Cake,2023-07-11,Credit Card,Takeaway
9203,TXN_9277276,3.0,4.0,12.0,Cake,2023-09-15,Credit Card,Takeaway
9204,TXN_9277534,4.0,2.0,8.0,Smoothie,2023-04-25,Credit Card,In-store
9205,TXN_9278090,3.0,5.0,15.0,Cake,2023-12-28,Credit Card,Takeaway
9206,TXN_9278992,4.0,4.0,16.0,Smoothie,2023-12-15,Cash,Takeaway
9207,TXN_9279347,4.0,5.0,20.0,Sandwich,2023-02-27,Credit Card,In-store
9208,TXN_9279935,2.0,2.0,4.0,Coffee,2023-06-02,Digital Wallet,In-store
9209,TXN_9281392,1.0,2.0,2.0,Cookie,2023-08-06,Digital Wallet,Takeaway
9210,TXN_9281586,4.0,5.0,20.0,Sandwich,2023-05-20,Credit Card,In-store
9211,TXN_9281710,3.0,3.0,9.0,Juice,2023-08-05,Credit Card,In-store
9212,TXN_9281939,1.5,3.0,4.5,Tea,2023-05-22,Cash,In-store
9213,TXN_9282265,5.0,2.0,10.0,Salad,2023-03-20,Credit Card,In-store
9214,TXN_9284099,3.0,2.0,6.0,Cake,2023-07-20,Digital Wallet,In-store
9215,TXN_9284622,2.0,1.0,2.0,Coffee,2023-05-15,Credit Card,Takeaway
9216,TXN_9285475,1.5,5.0,7.5,Tea,2023-11-14,Digital Wallet,In-store
9217,TXN_9285663,1.0,4.0,4.0,Cookie,2023-11-18,Digital Wallet,Takeaway
9218,TXN_9285925,3.0,5.0,15.0,Juice,2023-06-20,Cash,In-store
9219,TXN_9286019,4.0,4.0,16.0,Smoothie,2023-05-28,Cash,Takeaway
9220,TXN_9286960,1.0,3.0,3.0,Cookie,2023-12-26,Cash,Takeaway
9221,TXN_9287133,3.0,5.0,15.0,Cake,2023-04-20,Digital Wallet,In-store
9222,TXN_9287350,4.0,2.0,8.0,Smoothie,2023-01-28,Digital Wallet,In-store
9223,TXN_9287659,3.0,1.0,3.0,Juice,2023-05-13,Digital Wallet,In-store
9224,TXN_9287780,4.0,2.0,8.0,Smoothie,2023-09-02,Cash,In-store
9225,TXN_9288156,2.0,3.0,6.0,Coffee,2023-11-05,Digital Wallet,Takeaway
9226,TXN_9288207,3.0,4.0,12.0,Cake,2023-05-16,Cash,Takeaway
9227,TXN_9288882,4.0,3.0,12.0,Sandwich,2023-04-23,Credit Card,In-store
9228,TXN_9288999,1.0,3.0,3.0,Cookie,2023-05-01,Credit Card,In-store
9229,TXN_9289174,3.0,4.0,12.0,Cake,2023-12-30,Digital Wallet,In-store
9230,TXN_9289408,2.0,4.0,8.0,Coffee,2023-09-23,Digital Wallet,Takeaway
9231,TXN_9291130,1.0,5.0,5.0,Cookie,2023-05-11,Cash,In-store
9232,TXN_9292025,5.0,2.0,10.0,Salad,2023-03-25,Digital Wallet,In-store
9233,TXN_9292230,1.5,4.0,6.0,Tea,2023-07-14,Credit Card,In-store
9234,TXN_9293417,1.5,3.0,4.5,Tea,2023-07-14,Digital Wallet,Takeaway
9235,TXN_9293877,3.0,5.0,15.0,Juice,2023-08-24,Digital Wallet,In-store
9236,TXN_9296807,2.0,3.0,6.0,Coffee,2023-12-20,Credit Card,Takeaway
9237,TXN_9298053,3.0,5.0,15.0,Juice,2023-06-29,Cash,In-store
9238,TXN_9298882,4.0,3.0,12.0,Sandwich,2023-01-13,Credit Card,In-store
9239,TXN_9299563,3.0,5.0,15.0,Juice,2023-03-27,Credit Card,In-store
9240,TXN_9300618,1.5,3.0,4.5,Tea,2023-03-06,Credit Card,In-store
9241,TXN_9300970,3.0,2.0,6.0,Cake,2023-03-06,Credit Card,Takeaway
9242,TXN_9301279,4.0,1.0,4.0,Smoothie,2023-05-27,Credit Card,In-store
9243,TXN_9306229,4.0,2.0,8.0,Smoothie,2023-09-08,Digital Wallet,In-store
9244,TXN_9306482,4.0,2.0,8.0,Smoothie,2023-01-16,Digital Wallet,Takeaway
9245,TXN_9307650,2.0,3.0,6.0,Coffee,2023-02-22,Digital Wallet,Takeaway
9246,TXN_9309509,1.5,5.0,7.5,Tea,2023-11-15,Digital Wallet,In-store
9247,TXN_9313535,1.0,1.0,1.0,Cookie,2023-06-04,Digital Wallet,Takeaway
9248,TXN_9314690,5.0,2.0,10.0,Salad,2023-12-11,Credit Card,In-store
9249,TXN_9315004,4.0,5.0,20.0,Sandwich,2023-12-21,Digital Wallet,In-store
9250,TXN_9315119,5.0,2.0,10.0,Salad,2023-06-16,Cash,Takeaway
9251,TXN_9315755,3.0,5.0,15.0,Cake,2023-09-26,Cash,Takeaway
9252,TXN_9316158,4.0,5.0,20.0,Sandwich,2023-10-31,Cash,In-store
9253,TXN_9317529,3.0,4.0,12.0,Juice,2023-07-10,Credit Card,In-store
9254,TXN_9319656,1.5,5.0,7.5,Tea,2023-12-22,Digital Wallet,In-store
9255,TXN_9320167,3.0,5.0,15.0,Juice,2023-11-12,Credit Card,In-store
9256,TXN_9320353,5.0,5.0,25.0,Salad,2023-01-10,Cash,In-store
9257,TXN_9321776,3.0,1.0,3.0,Cake,2023-04-23,Cash,Takeaway
9258,TXN_9323014,1.0,3.0,3.0,Cookie,2023-08-15,Digital Wallet,In-store
9259,TXN_9323215,1.0,3.0,3.0,Cookie,2023-01-27,Digital Wallet,Takeaway
9260,TXN_9323513,3.0,3.0,9.0,Cake,2023-05-04,Cash,Takeaway
9261,TXN_9325384,3.0,5.0,15.0,Juice,2023-04-24,Digital Wallet,In-store
9262,TXN_9326761,1.5,1.0,1.5,Tea,2023-01-02,Digital Wallet,In-store
9263,TXN_9327493,2.0,1.0,2.0,Coffee,2023-03-27,Digital Wallet,Takeaway
9264,TXN_9327861,1.5,5.0,7.5,Tea,2023-07-17,Credit Card,In-store
9265,TXN_9328595,1.5,2.0,3.0,Tea,2023-10-24,Cash,In-store
9266,TXN_9329112,4.0,3.0,12.0,Smoothie,2023-10-24,Digital Wallet,In-store
9267,TXN_9332035,1.0,2.0,2.0,Cookie,2023-11-02,Digital Wallet,Takeaway
9268,TXN_9333347,4.0,5.0,20.0,Smoothie,2023-09-10,Cash,In-store
9269,TXN_9334593,4.0,3.0,12.0,Sandwich,2023-04-23,Cash,In-store
9270,TXN_9335226,4.0,5.0,20.0,Sandwich,2023-05-08,Credit Card,In-store
9271,TXN_9336674,5.0,4.0,20.0,Salad,2023-01-18,Cash,In-store
9272,TXN_9336980,5.0,4.0,20.0,Salad,2023-06-06,Cash,In-store
9273,TXN_9337894,1.5,2.0,3.0,Tea,2023-12-30,Digital Wallet,In-store
9274,TXN_9338442,3.0,1.0,3.0,Cake,2023-12-29,Digital Wallet,In-store
9275,TXN_9339037,1.0,2.0,2.0,Cookie,2023-07-21,Digital Wallet,Takeaway
9276,TXN_9339456,2.0,3.0,6.0,Coffee,2023-03-29,Digital Wallet,Takeaway
9277,TXN_9340653,4.0,1.0,4.0,Smoothie,2023-10-19,Digital Wallet,In-store
9278,TXN_9340973,1.0,4.0,4.0,Cookie,2023-03-07,Cash,Takeaway
9279,TXN_9341159,3.0,5.0,15.0,Cake,2023-09-29,Cash,Takeaway
9280,TXN_9342366,4.0,3.0,12.0,Smoothie,2023-02-18,Credit Card,In-store
9281,TXN_9344399,1.0,2.0,2.0,Cookie,2023-12-04,Digital Wallet,Takeaway
9282,TXN_9345439,2.0,2.0,4.0,Coffee,2023-08-07,Cash,Takeaway
9283,TXN_9347203,4.0,5.0,20.0,Sandwich,2023-04-15,Cash,In-store
9284,TXN_9348280,4.0,2.0,8.0,Sandwich,2023-03-28,Credit Card,In-store
9285,TXN_9348801,3.0,1.0,3.0,Cake,2023-11-29,Cash,Takeaway
9286,TXN_9349052,3.0,4.0,12.0,Juice,2023-10-31,Cash,In-store
9287,TXN_9349471,2.0,3.0,6.0,Coffee,2023-10-31,Digital Wallet,Takeaway
9288,TXN_9349657,1.0,2.0,2.0,Cookie,2023-03-14,Credit Card,In-store
9289,TXN_9349736,4.0,5.0,20.0,Sandwich,2023-03-18,Cash,In-store
9290,TXN_9349962,4.0,4.0,16.0,Sandwich,2023-03-18,Credit Card,In-store
9291,TXN_9350427,3.0,5.0,15.0,Juice,2023-01-24,Digital Wallet,In-store
9292,TXN_9350833,3.0,1.0,3.0,Cake,2023-01-17,Cash,Takeaway
9293,TXN_9352671,4.0,2.0,8.0,Sandwich,2023-02-10,Cash,Takeaway
9294,TXN_9352814,1.5,4.0,6.0,Tea,2023-09-10,Cash,In-store
9295,TXN_9354349,3.0,1.0,3.0,Juice,2023-02-12,Credit Card,In-store
9296,TXN_9354616,1.5,4.0,6.0,Tea,2023-01-27,Digital Wallet,Takeaway
9297,TXN_9356512,5.0,3.0,15.0,Salad,2023-06-06,Credit Card,In-store
9298,TXN_9357808,4.0,4.0,16.0,Sandwich,2023-05-20,Cash,In-store
9299,TXN_9358399,1.5,5.0,7.5,Tea,2023-06-16,Credit Card,In-store
